residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,rating,wine_color
2.0,0.058,40.0,0.99414,3.22,0.6,12.2,6,red
2.4,0.08199999999999999,86.0,0.9983,3.37,0.62,9.5,5,red
13.4,0.067,160.0,0.99721,3.33,0.54,10.3,6,red
1.8,0.08199999999999999,34.0,0.99655,3.49,0.68,10.5,5,red
1.7,0.086,48.0,0.99502,3.12,0.48,10.0,5,red
1.8,0.08199999999999999,34.0,0.99655,3.49,0.68,10.5,5,red
2.2,0.081,36.0,0.9949,3.41,0.75,11.1,6,red
2.3,0.079,37.0,0.99514,3.4,0.61,10.9,6,red
2.3,0.079,37.0,0.99514,3.4,0.61,10.9,6,red
2.2,0.077,60.0,0.9963,3.28,0.59,9.8,5,red
1.8,0.123,14.0,0.99627,3.45,0.58,9.8,5,red
1.4,0.096,13.0,0.99569,3.43,0.58,9.5,5,red
1.9,0.079,35.0,0.99628,3.4,0.69,10.9,5,red
2.4,0.069,46.0,0.99358,3.47,0.45,11.0,5,red
1.8,0.08199999999999999,60.0,0.99499,3.1,0.42,9.2,5,red
4.8,0.085,69.0,0.99633,3.32,0.7,11.0,6,red
2.7,0.123,33.0,0.99538,3.44,0.63,11.3,6,red
2.7,0.123,33.0,0.99538,3.44,0.63,11.3,6,red
1.8,0.403,56.0,0.99632,3.02,1.15,9.3,5,red
2.0,0.083,24.0,0.99437,3.59,0.55,11.2,4,red
2.5,0.081,66.0,0.99726,3.15,0.58,9.8,5,red
2.2,0.08900000000000001,26.0,0.9978,3.37,0.46,9.6,4,red
1.8,0.066,51.0,0.99456,3.38,0.72,11.8,6,red
2.3,0.081,36.0,0.99564,3.38,0.6,10.3,6,red
2.3,0.081,36.0,0.99564,3.38,0.6,10.3,6,red
2.3,0.068,19.0,0.996,3.1,0.87,11.4,6,red
2.0,0.079,51.0,0.99668,3.47,0.55,9.5,6,red
1.8,0.044,87.0,0.9908,3.5,0.82,14.0,8,red
1.6,0.048,60.0,0.99084,3.7,0.75,14.0,6,red
1.6,0.049,64.0,0.9935,3.38,0.57,11.7,6,red
1.9,0.077,44.0,0.99385,3.5,0.53,11.2,5,red
2.0,0.073,44.0,0.99494,3.1,0.43,9.3,5,red
2.1,0.102,36.0,0.9944,3.24,0.53,11.2,6,red
2.3,0.075,81.0,0.99688,3.24,0.54,9.5,6,red
6.3,0.05,10.0,0.99566,3.28,0.56,12.0,4,red
1.9,0.114,10.0,0.99636,3.35,0.6,9.7,6,red
2.3,0.075,81.0,0.99688,3.24,0.54,9.5,6,red
1.7,0.062,9.0,0.9948,3.14,0.57,11.5,7,red
1.9,0.077,54.0,0.9956,3.37,0.64,10.4,6,red
1.9,0.077,54.0,0.9956,3.37,0.64,10.4,6,red
2.0,0.084,22.0,0.99619,3.33,0.68,10.9,6,red
2.7,0.096,69.0,0.99734,3.26,0.63,10.2,6,red
2.3,0.071,36.0,0.99476,3.39,0.56,10.9,5,red
1.8,0.09,47.0,0.99734,3.15,0.57,10.5,5,red
2.5,0.068,31.0,0.99328,3.35,0.54,12.4,6,red
2.6,0.056,7.0,0.99286,3.22,0.37,13.0,5,red
4.5,0.068,110.0,0.99914,3.3,1.17,10.2,5,red
4.5,0.068,110.0,0.99914,3.3,1.17,10.2,5,red
1.9,0.1,12.0,0.99521,3.36,0.59,11.0,5,red
2.1,0.073,60.0,0.99638,3.29,0.75,10.9,6,red
2.4,0.056,28.0,0.99362,3.62,0.67,12.4,6,red
1.9,0.084,12.0,0.99672,3.34,0.49,9.7,4,red
2.1,0.073,60.0,0.99638,3.29,0.75,10.9,6,red
4.3,0.093,77.5,0.99558,3.2,0.45,9.5,5,red
4.3,0.093,77.5,0.99558,3.2,0.45,9.5,5,red
2.1,0.064,29.0,0.99323,3.35,0.61,12.1,6,red
1.4,0.063,18.0,0.99191,3.45,0.56,12.2,6,red
2.1,0.13699999999999998,9.0,0.99476,3.5,0.4,10.9,3,red
2.15,0.08,28.0,0.99444,3.78,0.61,12.5,6,red
2.0,0.1,57.0,0.99598,3.6,0.74,11.7,6,red
2.1,0.064,15.0,0.99576,3.3,0.8,11.2,6,red
1.8,0.081,68.0,0.99501,3.36,0.66,11.2,5,red
2.3,0.087,68.0,0.9955,3.12,0.44,9.2,5,red
1.9,0.073,88.0,0.99612,3.3,0.53,9.8,5,red
2.5,0.08800000000000001,91.0,0.9979,3.29,0.62,10.1,5,red
3.9,0.068,29.0,0.99524,3.41,0.52,11.1,4,red
2.5,0.08800000000000001,91.0,0.9979,3.29,0.62,10.1,5,red
1.4,0.071,63.0,0.996,3.28,0.61,9.2,5,red
1.9,0.073,88.0,0.99612,3.3,0.53,9.8,5,red
3.0,0.064,27.0,0.9929,3.33,0.59,12.8,6,red
1.9,0.083,41.0,0.99532,3.34,0.47,10.5,5,red
2.3,0.086,65.0,0.99558,3.4,0.54,10.1,6,red
2.4,0.086,69.0,0.99556,3.4,0.53,10.1,6,red
2.0,0.083,91.0,0.99616,3.26,0.58,9.8,6,red
1.2,0.041,46.0,0.99258,4.01,0.59,12.5,6,red
2.2,0.091,41.0,0.99638,3.18,0.69,11.9,6,red
2.0,0.083,91.0,0.99616,3.26,0.58,9.8,6,red
1.7,0.414,64.0,0.99652,2.9,1.33,9.1,6,red
2.6,0.094,88.0,0.99796,3.26,0.66,10.1,5,red
1.2,0.041,46.0,0.99258,4.01,0.59,12.5,6,red
1.8,0.058,18.0,0.99392,3.18,0.55,11.4,5,red
1.8,0.06,55.0,0.99495,3.18,0.82,11.0,7,red
1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,red
1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,red
1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,red
1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,red
1.8,0.073,38.0,0.9955,3.34,0.52,9.3,5,red
2.1,0.083,91.0,0.99616,3.29,0.56,9.8,6,red
2.1,0.083,91.0,0.99616,3.29,0.56,9.8,6,red
3.8,0.107,67.0,0.99668,3.26,0.46,9.2,5,red
1.7,0.075,25.0,0.99581,3.09,0.43,9.7,6,red
2.2,0.079,48.0,0.9976,3.18,0.51,9.6,5,red
2.0,0.166,11.0,0.99608,3.39,0.52,10.0,5,red
2.4,0.069,40.0,0.99387,3.38,0.66,12.6,6,red
1.4,0.057,26.0,0.99448,3.36,0.45,9.5,5,red
1.4,0.057,26.0,0.99448,3.36,0.45,9.5,5,red
1.4,0.057,26.0,0.99448,3.36,0.45,9.5,5,red
1.7,0.084,31.0,0.99538,3.36,0.54,10.5,6,red
1.7,0.084,31.0,0.99538,3.36,0.54,10.5,6,red
1.7,0.084,31.0,0.99538,3.36,0.54,10.5,6,red
1.7,0.085,31.0,0.99589,3.37,0.51,10.4,6,red
1.7,0.084,31.0,0.99538,3.36,0.54,10.5,6,red
2.6,0.077,20.0,0.99852,3.09,0.53,11.0,5,red
2.3,0.063,28.0,0.99613,3.25,0.53,10.2,6,red
2.1,0.056,13.0,0.99472,3.52,0.56,11.4,5,red
1.8,0.078,12.0,0.99587,3.34,0.39,9.5,5,red
1.8,0.078,12.0,0.99587,3.34,0.39,9.5,5,red
2.8,0.081,41.0,0.99518,3.41,0.52,10.8,5,red
2.0,0.069,73.0,0.99654,3.34,0.57,10.0,5,red
2.3,0.065,46.0,0.99332,3.32,0.51,11.8,6,red
1.9,0.086,57.0,0.9969,3.37,0.46,10.3,5,red
1.9,0.086,57.0,0.9969,3.37,0.46,10.3,5,red
2.3,0.077,28.0,0.99568,3.35,0.52,10.0,5,red
1.8,0.086,32.0,0.99464,3.36,0.44,10.1,5,red
1.8,0.084,28.0,0.99464,3.36,0.44,10.1,5,red
2.5,0.078,67.0,0.99648,3.6,0.59,11.1,6,red
5.4,0.168,98.0,0.99736,3.28,0.5,9.5,5,red
1.4,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,6,red
2.3,0.112,38.0,0.99699,3.24,0.56,10.9,5,red
2.5,0.093,54.0,0.99724,3.36,0.54,10.1,5,red
1.4,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,6,red
2.0,0.08,63.0,0.99652,3.29,0.48,9.8,4,red
1.9,0.096,31.0,0.995,3.46,0.53,11.8,6,red
2.2,0.115,42.0,0.9971,3.18,0.62,9.5,5,red
1.7,0.094,45.0,0.99576,3.24,0.5,9.8,5,red
2.2,0.08800000000000001,105.0,0.99725,3.25,1.18,10.5,6,red
2.1,0.079,74.0,0.99656,3.27,0.5,9.8,6,red
1.6,0.069,8.0,0.99396,3.33,0.37,10.4,4,red
1.7,0.415,66.0,0.99623,3.0,1.17,9.2,5,red
3.1,0.153,14.0,0.99476,3.21,1.03,11.6,6,red
1.7,0.415,66.0,0.99623,3.0,1.17,9.2,5,red
3.8,0.11,89.0,0.99664,3.24,0.45,9.3,5,red
1.2,0.267,29.0,0.99471,3.32,0.51,9.8,3,red
2.0,0.083,100.0,0.99586,3.26,0.52,9.9,5,red
1.4,0.086,31.0,0.9946,3.11,0.46,10.0,5,red
2.3,0.09,74.0,0.9953,3.71,0.62,12.2,6,red
2.0,0.078,28.0,0.99609,3.29,0.51,9.9,6,red
2.6,0.077,35.0,0.99557,3.36,0.62,10.8,6,red
2.6,0.077,35.0,0.99557,3.36,0.62,10.8,6,red
1.8,0.07400000000000001,25.0,0.99534,3.38,0.45,9.6,5,red
2.1,0.08,105.0,0.99613,3.3,0.49,9.9,5,red
2.1,0.08,105.0,0.99613,3.3,0.49,9.9,5,red
1.8,0.107,84.0,0.99593,3.19,0.5,9.5,5,red
3.4,0.076,85.0,0.99668,3.19,0.42,9.2,5,red
1.8,0.1,23.0,0.9961,3.3,0.58,9.6,5,red
1.8,0.1,23.0,0.9961,3.3,0.58,9.6,5,red
6.1,0.083,49.0,0.99718,3.35,0.68,10.3,5,red
2.2,0.08,111.0,0.99524,3.1,0.53,9.7,5,red
2.3,0.068,33.0,0.99292,3.58,0.59,12.5,6,red
2.4,0.094,33.0,0.99612,3.37,0.58,11.0,5,red
1.3,0.07,12.0,0.9942,3.17,0.48,9.8,5,red
2.0,0.078,59.0,0.99612,3.3,0.48,10.2,5,red
3.9,0.07,73.0,0.99669,3.32,0.48,9.2,5,red
1.6,0.092,12.0,0.99745,3.31,0.65,9.55,6,red
1.6,0.09,11.0,0.99745,3.31,0.65,9.55,5,red
2.0,0.08,104.0,0.99584,3.28,0.52,9.9,5,red
2.2,0.083,28.0,0.9966,3.52,0.62,10.2,7,red
2.2,0.068,24.0,0.9956,3.42,0.72,11.1,6,red
2.1,0.08,141.0,0.9962,3.25,0.51,9.9,5,red
2.1,0.08,141.0,0.9962,3.25,0.51,9.9,5,red
2.0,0.052000000000000005,24.0,0.9963,3.44,0.82,11.9,6,red
1.7,0.061,13.0,0.996,3.23,1.1,10.0,8,red
2.6,0.08199999999999999,46.0,0.9985,3.43,0.62,10.7,6,red
2.0,0.062,34.0,0.9952,3.28,0.9,11.3,7,red
5.1,0.062,22.0,0.9974,3.22,0.94,10.9,6,red
2.1,0.064,54.0,0.995,3.54,0.93,10.7,6,red
2.2,0.048,53.0,0.995,3.27,1.01,12.4,7,red
2.1,0.064,54.0,0.995,3.54,0.93,10.7,6,red
1.8,0.08199999999999999,16.0,0.9936,3.5,0.44,11.9,6,red
2.4,0.071,19.0,0.9963,3.56,0.73,10.6,6,red
5.1,0.062,22.0,0.9974,3.22,0.94,10.9,6,red
2.0,0.104,89.0,0.9963,3.04,0.9,10.1,5,red
2.2,0.077,15.0,0.9994,3.2,0.78,9.6,5,red
1.6,0.065,18.0,0.9966,3.56,0.84,9.4,5,red
2.2,0.077,15.0,0.9994,3.2,0.78,9.6,5,red
2.5,0.064,37.0,0.9952,3.35,0.77,12.1,7,red
1.6,0.077,19.0,0.995,3.16,0.46,9.8,5,red
2.2,0.077,133.0,0.9956,3.27,0.45,9.9,5,red
1.6,0.077,19.0,0.995,3.16,0.46,9.8,5,red
1.6,0.079,58.0,0.9965,3.34,0.58,9.4,5,red
2.1,0.079,55.0,0.9956,3.39,0.84,11.4,6,red
3.9,0.123,31.0,0.9968,3.5,0.67,11.0,4,red
1.4,0.076,23.0,0.9974,3.26,0.7,9.6,6,red
1.4,0.076,23.0,0.9974,3.26,0.7,9.6,6,red
1.8,0.046,60.0,0.9971,3.41,0.71,12.1,6,red
2.5,0.078,23.0,0.9957,3.3,0.58,11.2,5,red
1.9,0.07200000000000001,55.0,0.9962,3.31,0.63,11.0,5,red
2.2,0.049,67.0,0.996,3.33,0.93,11.3,5,red
1.8,0.066,47.0,0.9956,3.37,0.62,10.4,5,red
2.1,0.069,74.0,0.9958,3.26,0.54,9.9,6,red
1.6,0.042,11.0,0.9944,3.48,0.85,11.7,6,red
1.8,0.069,25.0,0.9955,3.42,0.74,10.1,7,red
15.4,0.214,95.0,1.00369,3.18,0.77,9.0,6,red
15.4,0.214,95.0,1.00369,3.18,0.77,9.0,6,red
1.6,0.16899999999999998,90.0,0.99914,3.15,0.65,8.5,5,red
4.8,0.07,39.0,0.99577,3.53,0.54,11.1,5,red
1.7,0.052000000000000005,8.0,0.996,3.41,0.47,10.3,5,red
2.2,0.07200000000000001,92.0,0.99566,3.32,0.68,11.066666666666698,6,red
2.0,0.062,28.0,0.9947,3.23,0.73,11.3,7,red
5.2,0.094,98.0,0.99713,3.16,0.52,9.56666666666667,6,red
1.9,0.078,30.0,0.99712,3.4,0.75,9.8,5,red
1.75,0.058,22.0,0.99322,3.38,0.49,11.7,5,red
2.2,0.07200000000000001,92.0,0.99566,3.32,0.68,11.1,6,red
5.2,0.094,98.0,0.99713,3.16,0.52,9.6,6,red
1.9,0.078,30.0,0.99712,3.4,0.75,9.8,5,red
1.9,0.08,39.0,0.99701,3.4,0.74,9.7,5,red
1.9,0.08,54.0,0.99683,3.4,0.73,9.7,5,red
2.0,0.056,29.0,0.99472,3.23,0.76,11.3,8,red
2.0,0.062,28.0,0.9947,3.23,0.73,11.3,7,red
2.7,0.104,17.0,0.99732,3.33,0.78,11.0,7,red
2.0,0.062,53.0,0.99374,3.35,0.76,11.6,7,red
1.9,0.07400000000000001,85.0,0.99706,3.41,0.58,9.0,5,red
2.2,0.073,23.0,0.99974,3.21,0.69,10.9,6,red
1.6,0.052000000000000005,17.0,0.99467,3.5,0.63,10.9,6,red
1.8,0.05,89.0,0.99236,3.3,0.5,10.55,6,red
1.9,0.07400000000000001,85.0,0.99706,3.41,0.58,9.0,5,red
1.7,0.067,20.0,0.99603,3.39,0.6,10.5,5,red
1.7,0.054000000000000006,15.0,0.99458,3.32,0.8,11.9,7,red
2.3,0.054000000000000006,64.0,0.99724,3.41,0.68,10.4,6,red
2.1,0.06,13.0,0.99664,3.59,0.61,10.0,4,red
2.3,0.075,31.0,0.99545,3.36,0.58,10.4,6,red
2.4,0.076,39.0,0.99522,3.34,0.53,10.8,6,red
1.7,0.063,53.0,0.9958,3.41,0.67,9.7,5,red
1.7,0.063,53.0,0.9958,3.41,0.67,9.7,5,red
2.1,0.062,54.0,0.99728,3.3,0.65,10.0,7,red
2.3,0.067,32.0,0.99648,3.52,0.57,11.0,4,red
2.1,0.062,54.0,0.99728,3.3,0.65,10.0,7,red
2.1,0.061,49.0,0.99705,3.31,0.55,9.7,3,red
1.4,0.084,24.0,0.99578,2.88,0.47,9.7,5,red
3.75,0.067,16.0,0.99334,3.43,0.52,12.6,5,red
2.6,0.073,44.0,0.99656,3.38,0.79,11.1,6,red
1.8,0.071,45.0,0.99336,3.38,0.54,11.0,5,red
13.8,0.205,82.0,1.00242,3.16,0.75,8.8,5,red
2.2,0.048,89.0,0.99182,3.54,0.88,13.566666666666698,7,red
13.8,0.205,82.0,1.00242,3.16,0.75,8.8,5,red
2.2,0.048,89.0,0.99182,3.54,0.88,13.6,7,red
5.7,0.08199999999999999,14.0,0.99808,3.4,0.52,10.2,3,red
3.0,0.104,22.0,0.99828,3.39,0.68,10.6,5,red
1.5,0.08,13.0,0.99498,3.66,0.62,10.1,4,red
3.0,0.104,22.0,0.99828,3.39,0.68,10.6,5,red
2.1,0.114,9.0,0.99719,3.33,0.57,10.3,4,red
1.5,0.042,12.0,0.99542,3.35,0.61,10.7,5,red
2.0,0.06,11.0,0.99592,3.53,0.64,10.9,4,red
2.1,0.07400000000000001,25.0,0.99606,3.37,0.55,9.7,5,red
2.1,0.07,23.0,0.99546,3.38,0.6,10.3,5,red
1.9,0.066,17.0,0.99496,3.52,0.78,10.6,5,red
1.7,0.049,13.0,0.9942,3.72,0.58,11.4,5,red
2.1,0.048,11.0,0.99448,3.44,0.76,10.8,6,red
1.8,0.039,18.0,0.99344,3.39,0.56,12.4,6,red
1.7,0.049,13.0,0.9942,3.72,0.58,11.4,5,red
1.6,0.05,18.0,0.99348,3.57,0.54,11.95,5,red
1.9,0.08900000000000001,147.0,0.99636,3.26,0.59,9.7,5,red
1.4,0.066,28.0,0.99459,3.42,0.7,10.0,7,red
1.9,0.08,28.0,0.99492,3.35,0.81,10.6,6,red
1.9,0.08900000000000001,147.0,0.99636,3.26,0.59,9.7,5,red
2.3,0.054000000000000006,16.0,0.99508,3.45,0.63,11.5,6,red
2.3,0.068,13.0,0.99582,3.53,0.58,10.8,6,red
2.3,0.054000000000000006,16.0,0.99508,3.45,0.63,11.5,6,red
1.5,0.076,15.0,0.99508,3.26,0.53,9.6,5,red
4.3,0.083,64.0,0.99642,3.16,0.53,9.4,5,red
2.4,0.078,60.0,0.99638,3.31,0.54,9.8,5,red
2.5,0.077,14.0,0.99555,3.51,0.69,11.0,6,red
2.3,0.106,12.0,0.99605,3.36,0.55,11.4,6,red
1.8,0.078,12.0,0.996,3.55,0.63,9.95,3,red
2.0,0.07,14.0,0.99562,3.51,0.66,10.8,6,red
2.3,0.106,12.0,0.99605,3.36,0.55,11.4,6,red
2.1,0.07400000000000001,25.0,0.99814,3.38,0.72,10.6,6,red
1.8,0.062,20.0,0.9941,3.28,0.7,11.1,5,red
2.2,0.047,48.0,0.99661,3.47,0.77,9.7,6,red
2.1,0.068,27.0,0.99712,3.44,0.67,9.8,5,red
2.2,0.061,17.0,0.99588,3.53,0.65,10.4,6,red
1.8,0.078,65.0,0.99294,3.33,0.6,10.5,6,red
4.1,0.07400000000000001,65.0,0.99842,3.53,0.72,9.23333333333333,6,red
4.1,0.07400000000000001,65.0,0.99842,3.53,0.72,9.25,6,red
2.3,0.071,58.0,0.99633,3.42,0.97,10.6,5,red
2.0,0.063,44.0,0.99489,3.38,0.83,10.3,6,red
2.2,0.114,20.0,0.99647,3.32,0.63,10.5,5,red
2.6,0.106,27.0,0.99665,3.44,0.58,10.2,5,red
2.0,0.063,44.0,0.99489,3.38,0.83,10.3,6,red
1.9,0.08199999999999999,23.0,0.99585,3.39,0.43,9.05,4,red
2.3,0.071,58.0,0.99633,3.42,0.97,10.6,5,red
2.0,0.076,61.0,0.9953,3.34,0.6,10.4,5,red
2.0,0.075,47.0,0.99522,3.39,0.78,10.0,6,red
2.1,0.064,34.0,0.99552,3.33,0.64,9.7,5,red
2.2,0.064,38.0,0.99553,3.3,0.65,9.6,6,red
1.7,0.071,24.0,0.9951,3.29,0.66,10.8,6,red
2.2,0.096,59.0,0.99714,3.31,0.67,10.1,6,red
2.1,0.063,52.0,0.99608,3.42,0.6,10.2,6,red
2.2,0.063,18.0,0.99444,3.42,0.69,11.3,6,red
2.8,0.081,28.0,0.99631,3.6,0.66,10.2,5,red
2.0,0.058,22.0,0.99573,3.21,0.68,9.9,6,red
1.9,0.07400000000000001,84.0,0.99717,3.39,0.61,9.0,5,red
2.4,0.064,29.0,0.99397,3.42,0.62,11.7,7,red
2.2,0.075,35.0,0.9959,3.36,0.59,9.7,6,red
1.9,0.077,45.0,0.99528,3.6,0.68,10.3,6,red
1.9,0.059,31.0,0.99484,3.5,0.64,10.2,6,red
2.5,0.081,26.0,0.99538,3.57,0.63,12.0,5,red
1.8,0.065,60.0,0.99714,3.46,0.78,9.9,5,red
4.4,0.071,32.0,0.99646,3.56,0.63,11.6,6,red
2.2,0.054000000000000006,49.0,0.99666,3.4,0.76,10.9,7,red
1.9,0.064,38.0,0.99472,3.3,0.56,10.75,6,red
2.2,0.064,19.0,0.99758,3.25,0.57,10.4,6,red
2.3,0.063,19.0,0.9955,3.17,0.81,11.2,7,red
1.8,0.059,28.0,0.99531,3.36,0.64,10.1,6,red
2.0,0.07200000000000001,26.0,0.99575,3.36,0.61,10.2,5,red
1.6,0.048,26.0,0.99306,3.55,0.51,12.1,5,red
2.0,0.099,50.0,0.99783,3.1,0.58,10.4,5,red
1.8,0.07400000000000001,24.0,0.99419,3.24,0.7,11.4,8,red
2.3,0.087,26.0,0.99783,3.45,0.53,9.5,5,red
2.3,0.083,27.0,0.99768,3.44,0.54,9.4,5,red
3.7,0.103,54.0,0.99586,3.51,0.66,11.3,6,red
2.2,0.08,28.0,0.99765,3.41,0.6,9.4,5,red
2.4,0.062,23.0,0.99627,3.54,0.6,11.0,6,red
1.7,0.065,24.0,0.99514,3.44,0.68,10.55,7,red
2.2,0.066,20.0,0.99636,3.53,0.56,9.9,5,red
2.4,0.062,23.0,0.99627,3.54,0.6,11.0,6,red
6.7,0.235,115.0,0.99787,3.22,0.56,9.5,5,red
2.0,0.08,131.0,0.99622,3.21,0.52,9.9,5,red
2.0,0.08,131.0,0.99622,3.21,0.52,9.9,5,red
2.0,0.08,131.0,0.99622,3.21,0.52,9.9,5,red
2.0,0.076,20.0,0.99546,3.29,0.54,10.1,5,red
2.0,0.076,20.0,0.99546,3.29,0.54,10.1,5,red
2.0,0.076,20.0,0.99546,3.29,0.54,10.1,5,red
1.9,0.061,42.0,0.99489,3.39,0.82,10.9,6,red
2.1,0.059,52.0,0.99494,3.34,0.71,11.2,6,red
2.0,0.076,20.0,0.99546,3.29,0.54,10.1,5,red
1.6,0.077,42.0,0.99629,3.34,0.59,9.2,5,red
1.9,0.056,34.0,0.99396,3.48,0.57,11.5,6,red
2.2,0.23,35.0,0.9934,3.37,0.93,12.4,6,red
2.2,0.038,25.0,0.99514,3.44,0.65,11.1,6,red
2.2,0.069,104.0,0.99632,3.33,0.51,9.5,5,red
2.4,0.075,50.0,0.99467,3.58,0.67,12.5,6,red
13.9,0.07400000000000001,92.0,0.99677,3.39,0.48,10.5,6,red
2.2,0.06,20.0,0.99474,3.26,0.64,11.8,6,red
1.6,0.081,29.0,0.99588,3.3,0.78,10.8,6,red
5.1,0.076,27.0,0.99622,3.54,0.6,11.9,6,red
1.8,0.118,20.0,0.9954,3.42,0.67,11.3,6,red
1.7,0.053,32.0,0.99402,3.54,0.6,11.3,5,red
2.4,0.068,26.0,0.9947,3.36,0.6,11.9,6,red
1.7,0.053,32.0,0.99402,3.54,0.6,11.3,5,red
2.6,0.053,27.0,0.99362,3.57,0.5,11.9,5,red
2.1,0.07400000000000001,98.0,0.99578,3.33,0.62,9.8,5,red
2.4,0.061,34.0,0.99484,3.29,0.8,11.6,7,red
2.6,0.066,48.0,0.99494,3.3,0.84,11.5,6,red
2.4,0.065,60.0,0.99492,3.34,0.85,11.4,6,red
1.8,0.066,28.0,0.99483,3.55,0.66,10.9,6,red
2.5,0.068,102.0,0.99414,3.27,0.78,12.8,6,red
7.8,0.073,79.0,0.9977,3.29,0.54,9.2,5,red
1.8,0.077,35.0,0.99314,3.32,0.82,11.6,6,red
1.7,0.08900000000000001,26.0,0.99402,3.67,0.56,11.6,6,red
2.3,0.076,40.0,0.99574,3.42,0.75,11.0,6,red
1.9,0.068,38.0,0.99651,3.42,0.82,9.5,6,red
2.0,0.09,44.0,0.9949,3.45,0.58,10.5,5,red
2.2,0.062,51.0,0.99512,3.52,0.76,11.2,6,red
2.3,0.076,40.0,0.99574,3.42,0.75,11.0,6,red
2.0,0.075,44.0,0.99547,3.57,0.71,10.2,5,red
3.6,0.067,42.0,0.99549,3.39,0.66,11.0,6,red
2.4,0.046,187.0,0.9952,3.62,0.81,10.4,6,white
2.1,0.027000000000000003,138.0,0.98945,3.37,0.42,12.7,6,white
4.0,0.03,125.0,0.9915,3.06,0.34,10.7,6,white
1.6,0.092,138.0,0.9943799999999999,3.19,0.44,9.8,5,white
13.8,0.047,112.0,0.9983700000000001,2.97,0.66,8.8,6,white
5.7,0.044000000000000004,91.0,0.9918399999999999,3.28,0.6,12.0,7,white
5.3,0.036000000000000004,165.0,0.9912200000000001,3.12,0.46,12.2,6,white
1.2,0.044000000000000004,103.0,0.9932,3.19,0.54,10.5,6,white
6.8,0.02,113.0,0.9933799999999999,3.13,0.29,10.8,6,white
2.1,0.034,177.0,0.99085,3.25,0.4,11.9,8,white
9.3,0.043,145.0,0.9943299999999999,3.23,0.53,10.98,5,white
4.0,0.04,81.0,0.9903,3.26,0.64,12.6,7,white
17.0,0.05,210.0,1.0004,3.15,0.51,9.3,7,white
1.8,0.035,96.0,0.99121,3.49,0.74,12.2,6,white
12.9,0.032,63.0,0.9932,2.99,0.43,13.0,6,white
17.05,0.047,139.0,0.99724,3.25,0.35,10.5,6,white
6.2,0.053,94.0,0.9953700000000001,3.35,0.47,10.1,5,white
1.6,0.055999999999999994,181.0,0.9968,3.11,0.46,10.0,4,white
1.0,0.043,80.0,0.9912799999999999,3.08,0.38,11.4,5,white
10.6,0.042,202.0,0.99674,3.24,0.53,9.5,6,white
3.4,0.036000000000000004,134.0,0.9898100000000001,3.53,0.92,13.8,6,white
4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7,white
10.5,0.045,135.0,0.9935,3.09,0.33,11.6,8,white
17.75,0.047,218.0,1.00016,2.98,0.66,9.1,5,white
3.8,0.042,105.0,0.993,3.1,0.39,10.5,5,white
1.5,0.046,107.0,0.9912299999999999,3.15,0.45,11.3,6,white
5.1,0.026000000000000002,113.0,0.9905200000000001,3.18,0.67,12.4,6,white
9.8,0.031,125.0,0.9957,3.36,0.47,10.2,6,white
15.6,0.049,210.0,0.9990700000000001,3.06,0.68,9.5,5,white
1.3,0.035,86.0,0.9908,2.99,0.39,11.3,5,white
3.2,0.034,107.0,0.99195,3.11,0.54,11.1,6,white
1.3,0.042,117.0,0.9928,2.99,0.36,10.0,5,white
2.5,0.046,182.0,0.99093,3.21,0.4,11.3,5,white
9.85,0.034,110.0,0.9958,2.87,0.29,10.0,5,white
8.9,0.053,148.0,0.996,3.16,0.5,9.3,5,white
1.6,0.049,94.0,0.9949,3.02,0.61,10.3,6,white
5.3,0.16899999999999998,162.0,0.9965,3.2,0.48,9.4,5,white
5.1,0.057,123.0,0.9949,3.24,0.38,9.0,5,white
13.3,0.076,163.0,0.9979,3.03,0.38,8.6,6,white
10.4,0.02,57.0,0.9940000000000001,3.39,0.37,10.6,5,white
5.4,0.042,181.0,0.99435,3.31,0.35,10.2,6,white
1.2,0.049,125.0,0.9932,3.17,0.51,9.4,5,white
4.3,0.04,108.0,0.99155,3.14,0.45,12.8,8,white
8.6,0.038,125.0,0.9916,3.0,0.32,12.4,8,white
10.6,0.045,169.0,0.9976,3.09,0.57,9.4,5,white
1.3,0.034,123.0,0.9915,3.27,0.55,11.4,6,white
14.1,0.053,145.0,1.0006,3.28,0.75,8.8,8,white
11.9,0.043,213.0,0.9962,3.09,0.5,9.6,6,white
15.5,0.05,135.0,0.9984,2.9,0.43,8.7,7,white
10.6,0.052000000000000005,148.0,0.9958,2.91,0.34,9.3,4,white
2.2,0.04,125.0,0.9917,3.19,0.48,10.5,6,white
1.2,0.052000000000000005,141.0,0.99108,3.44,0.69,11.3,6,white
2.2,0.037000000000000005,125.0,0.9898600000000001,3.36,0.33,12.8,8,white
4.1,0.03,100.0,0.9911,3.0,0.32,12.8,7,white
1.8,0.054000000000000006,101.0,0.9946,3.24,0.44,10.0,5,white
